Pokemon,Acrobatics,Acro Mod,Athletics,Athl Mod,Charm,Charm Mod,Combat,Com Mod,Command,Cmd Mod,Gen Ed,Gen Mod,Med Ed,Med Mod,Occult Ed,Occ Mod,Poke Ed,Poke Mod,Tech Ed,Tech Mod,Focus,Focus Mod,Guile,Guile Mod,Intimidate,Intim Mod,Intuition,Int Mod,Perception,Per Mod,Stealth,Slth Mod,Survival,Sur Mod
Shelmet,2,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Shieldon,1,+0,3,+3,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Shiftry,2,+2,3,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,2,+0,4,+0,2,+0
Shinx,2,+1,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Shroomish,2,+0,2,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+1,3,+2,2,+0
Shuckle,1,+0,2,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Shuppet,2,+0,2,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+1,3,+2,2,+0
Sigilyph,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,4,+3,2,+0,2,+0
Silcoon,1,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Simipour,5,+3,4,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+0,4,+2,2,+0
Simisage,5,+3,4,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+0,4,+2,2,+0
Simisear,5,+3,4,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+0,4,+2,2,+0
Skarmory,5,+0,3,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Skiddo,3,+0,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Skiploom,3,+1,2,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+1,2,+0
Skitty,2,+0,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Skorupi,1,+1,2,+1,2,+0,2,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Skrelp,2,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+2,2,+0
Skuntank,1,+1,4,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+1,2,+0,2,+0
Slaking,3,+1,5,+2,2,+0,4,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Slakoth,1,+0,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Sliggoo,1,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,4,+2,2,+0
Slowbro,1,+1,4,+1,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,1,+0,1,+0,2,+0
Slowking,2,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Slowpoke,1,+0,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,1,+0,1,+0,2,+0
Slugma,1,+0,2,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Slurpuff,3,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,5,+2,3,+0,2,+0
Smeargle,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,3,+2,4,+0,2,+0
Smoochum,3,+0,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Sneasel,3,+2,2,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,4,+1,2,+0
Snivy,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+0,3,+3,2,+0
Snorlax,2,+0,6,+0,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,5,+0,2,+0,2,+0
Snorunt,2,+0,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Snover,2,+0,2,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Snubbull,2,+0,2,+0,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Solosis,1,+0,1,+2,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,2,+2,2,+0
Solrock,2,+0,4,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,4,+1,3,+1,2,+0
Spearow,2,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,2,+1,2,+0
Spewpa,1,+0,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+2,2,+0
Spheal,2,+2,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Spinarak,3,+1,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Spinda,4,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Spiritomb,1,+2,1,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+3,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Spoink,4,+2,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+1,2,+1,2,+0
Spritzee,3,+1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Squirtle,3,+2,2,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+3,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Stantler,2,+1,3,+2,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+2,3,+2,2,+0
Staraptor,4,+1,4,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+2,2,+0,2,+0
Staravia,3,+1,3,+1,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+1,2,+1,2,+0
Starly,2,+1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Starmie,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Staryu,4,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,4,+0,2,+0
Steelix,2,+0,5,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+0,1,+0,2,+0
Stoutland,2,+2,5,+1,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Stunfisk,2,+0,2,+2,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+1,4,+2,2,+0
Stunky,2,+1,2,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+2,2,+0
Sudowoodo,2,+0,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+0,4,+2,2,+0
Suicune,4,+2,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,3,+2,4,+0,2,+0
Sunflora,3,+2,4,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,4,+2,3,+1,2,+0
Sunkern,3,+2,2,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+1,2,+0
Surskit,3,+0,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Swablu,3,+0,2,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Swadloon,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Swalot,1,+1,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Swampert,2,+0,5,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Swanna,3,+2,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Swellow,2,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,2,+1,2,+0
Swinub,1,+1,2,+0,2,+0,1,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,1,+0,3,+0,2,+0
Swirlix,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+2,3,+0,2,+0
Swoobat,4,+2,4,+1,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+2,4,+2,2,+0
Sylveon,3,+1,3,+2,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,5,+2,3,+2,2,+0
Taillow,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Talonflame,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+2,2,+0,2,+0
Tangela,2,+1,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+1,3,+2,2,+0
Tangrowth,2,+0,4,+2,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,2,+1,4,+2,2,+0
Tauros,2,+2,5,+2,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,1,+2,1,+2,2,+0
Teddiursa,2,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Tentacool,2,+0,2,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Tentacruel,2,+0,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Tepig,2,+0,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Terrakion,3,+0,6,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Throh,2,+0,5,+3,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+3,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Thundurus I,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Thundurus (I),5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Thundurus-I,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Thundurus Incarnate,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Thundurus (Incarnate),5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Thundurus-Incarnate,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Thundurus T,4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Thundurus (T),4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Thundurus-T,4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Thundurus Therian,4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Thundurus (Therian),4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Thundurus-Therian,4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Timburr,2,+0,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Tirtouga,2,+0,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+1,3,+1,2,+0
Togekiss,3,+0,4,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,4,+1,2,+0,2,+0
Togepi,2,+0,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,2,+1,2,+0
Togetic,3,+1,3,+0,2,+0,2,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+1,3,+0,2,+0
Torchic,3,+3,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Torkoal,2,+0,4,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Tornadus I,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Tornadus (I),5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Tornadus-I,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Tornadus Incarnate,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Tornadus (Incarnate),5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Tornadus-Incarnate,5,+3,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Tornadus T,4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Tornadus (T),4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Tornadus-T,4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Tornadus Therian,4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Tornadus (Therian),4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Tornadus-Therian,4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Torterra,1,+0,4,+0,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+2,2,+0,2,+0,2,+0,3,+0,1,+0,2,+0
Totodile,3,+2,2,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Toxicroak,3,+0,4,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+0,2,+1,2,+0
Tranquill,3,+1,3,+1,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+1,2,+1,2,+0
Trapinch,1,+0,2,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Treecko,3,+3,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+3,2,+0
Trevenant,2,+0,4,+1,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+2,4,+3,2,+0
Tropius,3,+1,5,+3,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+3,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Trubbish,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Turtwig,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,1,+0,3,+0,2,+0
Tympole,3,+1,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,2,+2,2,+0
Tynamo,2,+1,2,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Typhlosion,3,+0,5,+2,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+3,4,+3,2,+0
Tyranitar,1,+0,5,+2,2,+0,5,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+1,2,+0,2,+0
Tyrantrum,3,+0,6,+2,2,+0,5,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,1,-1,2,+0
Tyrogue,2,+1,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Tyrunt,3,+0,3,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Umbreon,3,+1,4,+2,2,+0,3,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+2,5,+2,2,+0
Unfezant,4,+0,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Unown,2,+0,1,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,3,+1,2,+0
Ursaring,2,+0,4,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Uxie,3,+2,3,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,4,+2,5,+2,2,+0
Vanillish,2,+2,3,+2,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Vanillite,2,+2,2,+0,2,+0,2,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Vanilluxe,2,+2,4,+2,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Vaporeon,3,+1,5,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+2,3,+2,2,+0
Venipede,1,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Venomoth,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,4,+2,3,+0,2,+0
Venonat,2,+0,2,-1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Venusaur,1,+0,5,+3,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+3,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Vespiquen,4,+0,2,+3,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Vibrava,2,+2,3,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+3,2,+0
Victini,4,+0,4,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Victreebel,2,+0,4,+1,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Vigoroth,4,+1,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,4,+2,2,+0
Vileplume,2,+1,3,+1,2,+0,3,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+1,2,+0,2,+0,2,+0,3,+0,4,+0,2,+0
Virizion,4,+0,4,+3,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,6,+3,2,+0
Vivillon,4,+2,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
